feature,class_label
"[-2.63635956e+02 -5.45128059e+00 -6.76389694e+01  5.25602818e-01
 -2.77947865e+01 -5.59104347e+00 -3.15407848e+01 -1.06005659e+01
 -1.33918333e+01 -7.81272840e+00  1.02497396e+01  3.75997901e-01
  1.75197041e+00  6.40441370e+00  1.08017845e+01 -6.09430647e+00
  5.41733027e+00 -6.24157143e+00 -9.37196195e-01 -5.30103493e+00
 -8.44779491e+00 -2.36993700e-01 -5.35552645e+00 -2.14072990e+00
 -4.96370256e-01 -6.32264316e-01 -2.73882890e+00  1.00154364e+00
 -1.27236640e+00  1.24442267e+00  2.48090053e+00 -2.67834044e+00
 -4.96129066e-01  6.29395008e-01  1.49866939e+00 -2.90941668e+00
 -3.20640206e+00  1.40223897e+00 -4.20687103e+00 -3.64624763e+00]",0
"[-2.2690457e+02  3.7416203e+01 -6.5189941e+01  1.1674243e+01
 -4.8455658e+01 -2.1080807e+01 -3.2935490e+01 -2.9994461e+01
  1.2410292e+01 -2.4871531e+01 -1.1570471e+01 -1.0241957e+01
 -2.4266064e+00  4.0370994e+00  1.9510469e+01  8.9953165e+00
  1.4331599e+01 -1.2074348e+01 -4.2922916e+00 -1.4577274e+01
 -2.9315002e+00 -3.0189953e+00 -8.4896145e+00 -8.0978107e+00
 -3.4044602e+00  1.7663729e+00  7.7367365e-01  1.3463737e+00
  8.1627378e+00  4.3299403e+00  3.2490149e+00 -2.9337084e+00
 -1.0343597e+00  2.7092941e+00 -2.9710147e+00 -5.5779147e+00
 -2.3768294e+00 -3.6761930e+00 -3.2411225e+00  1.5033616e-01]",0
"[-276.96283      50.192455      2.154202     -7.142763      4.668235
   -6.6063986     6.7900853    16.590458     10.904772      2.3454251
   -0.8052255     0.7496277    -0.9595732     4.608682      3.9992015
    3.175476      6.757007      5.381696      2.646208      7.4631805
    7.6719604    10.244758      4.601116      2.8938344    -0.51129496
    0.6903084     4.3665805     1.8596647     3.2886472     2.3347812
    1.8695066     2.9478314     1.9038202     2.1310782    -1.2150903
    1.5917096     1.322199      2.7751238     2.1231594     2.285564  ]",0
"[-2.0301700e+02  3.9867405e+01 -2.1312696e+01 -9.5224237e+00
 -9.6793711e-01 -1.9518293e+01 -8.0906944e+00  1.4522866e+01
 -9.1948444e-01  4.6056833e+00 -1.2661938e+01 -5.3948164e-01
  3.0419576e+00  3.8284025e+00  2.4319429e+00  5.5984192e+00
  8.4608421e+00  1.4842506e+01  3.4083745e+00  5.4500666e+00
  8.8312316e-01  3.0928609e+00 -1.2561272e+00  1.5182704e-01
 -2.4963866e-01  1.5364265e-01  1.6327096e+00  2.9975268e-01
  3.3276401e+00  3.9711559e+00  3.3513217e+00  1.8910024e+00
  4.2621694e+00  6.7403984e+00  5.2292857e+00  5.2924738e+00
  3.0757000e+00  3.8476863e+00 -6.0854596e-01  7.5519890e-01]",0
"[-2.61859100e+02  5.67409401e+01 -2.87177811e+01 -8.44288921e+00
 -1.03350105e+01 -9.59850597e+00 -4.25277615e+00  6.01194859e+00
  1.80068099e+00  2.79104781e+00 -1.12862625e+01  5.06399632e-01
  2.59911388e-01  7.26401269e-01  2.37710547e+00  3.23272705e+00
  4.09291792e+00  8.57566643e+00  5.20199251e+00  9.64322090e+00
  6.64698553e+00  6.22337246e+00  1.51519871e+00 -3.44161987e-01
 -1.24872100e+00 -2.05629945e-01  1.79582548e+00  1.74224114e+00
 -1.39767635e+00 -8.97978604e-01 -1.16031861e+00 -2.25489706e-01
  3.08075577e-01  3.79299331e+00  5.56704187e+00  7.66414738e+00
  6.89577675e+00  5.70381260e+00  2.84081244e+00  1.83259606e+00]",0
"[-2.1518820e+02  5.9713875e+01 -2.9383020e+01  4.9376650e+00
 -3.5746975e+00  1.1643051e+00 -2.7967918e+01  1.3080967e+01
 -4.9845174e-01  6.2580376e+00 -1.4101022e+01 -9.6871454e-01
  1.0852672e-01 -7.4526086e+00 -6.8703728e+00  1.2568148e+00
  6.0172111e-01  8.3215294e+00 -8.6943370e-01  1.6818475e+00
 -5.2134004e+00 -1.6438596e+00 -4.6887517e+00 -1.4796098e+00
 -4.9576756e-01 -6.9679160e+00 -4.1648078e+00 -5.4162178e+00
 -1.2687207e+00 -3.6129711e+00 -4.3430753e+00  4.5762534e+00
 -6.7158163e-01  3.1389420e+00 -8.7180328e-01  3.3544222e-01
 -1.8010927e+00 -5.9384909e+00 -2.4804793e-01 -3.7625082e+00]",0
"[-2.0012283e+02  7.3393112e+01 -3.1381863e+01 -8.2248962e-01
 -1.0421236e+01 -4.8884859e+00 -3.5762894e+01  3.7950251e+00
 -9.8342276e+00  3.8029943e+00 -9.1985588e+00  1.9364319e+00
 -2.9262786e+00 -5.5539179e+00 -4.0453525e+00  7.6104057e-01
 -3.8911715e+00  2.5583951e+00 -3.2121503e-01  1.7610395e-01
 -3.6532214e+00  9.2066473e-01 -3.8596699e+00 -5.1892724e+00
 -2.6672974e+00 -4.2636375e+00 -9.1658670e-01 -3.1185553e+00
  6.5095939e-02  1.2787962e+00 -2.2359264e+00 -6.8506509e-01
 -4.9186344e+00 -2.2896971e-01 -5.0468230e-01 -1.5875992e+00
 -2.1250202e-01 -1.6705102e+00  2.0847750e+00 -2.8949652e+00]",0
"[-2.5163535e+02  5.6064877e+01 -3.7664635e+01 -5.3015633e+00
 -1.0957559e+01 -2.2653382e+00 -2.8686085e+01 -2.7994413e+00
 -1.1681999e+01 -7.7201381e+00 -1.1185087e+01  1.5046056e-01
 -8.6010790e+00 -1.1032698e+00  2.6935381e-01  7.9305015e+00
  6.0189400e+00 -8.4353691e-01 -8.7545700e+00 -7.2864146e+00
 -1.2537794e+00  5.9856086e+00 -3.5192616e+00 -5.0885983e+00
 -5.3082829e+00 -5.2362700e+00 -1.9569783e+00 -6.0811300e+00
 -2.2405896e+00  2.5353155e+00  2.1767766e+00  3.7698038e+00
 -2.8963623e+00  1.0105574e+00 -1.7671752e+00 -3.0530171e+00
 -8.2168078e-01 -5.2822948e+00  8.5704368e-01 -5.2474480e+00]",0
"[-2.1722127e+02  1.3242275e+00 -4.0406845e+01  4.2271476e+00
 -5.2607999e+00  4.7495675e+00 -2.4956064e+01  2.4623184e+00
  4.4918017e+00 -1.0365787e+00 -5.6793933e+00 -3.2149663e+00
  6.5890260e+00  3.3348682e+00  1.2148143e-01  3.5078640e+00
 -1.3106889e+00  2.2916169e+00  2.9892063e+00 -3.1889147e-01
 -2.3514974e+00 -1.8708159e+00 -1.6264236e+00  2.8492585e-01
  9.3094534e-01 -2.6469043e-01 -3.2947153e-01  1.7188810e-01
 -4.6504730e-01 -2.8988035e+00 -7.6327896e-01 -2.8405201e+00
 -8.7005067e-01 -1.0881724e+00  1.5989223e+00  1.4385252e+00
  5.3834617e-01  2.2395315e+00 -6.7897403e-01  1.4095671e+00]",0
"[-1.5468526e+02  2.6855930e+01 -6.3089363e+01 -2.9566395e+01
 -2.5948124e+01 -2.1331191e+00  1.0497139e+01  1.2277488e+01
 -1.3036397e+01  9.0806570e+00 -1.4182893e+01  1.7600188e+00
 -5.0254407e+00 -1.8891762e+01 -8.4471178e+00  1.6524712e+00
 -2.4626374e+00 -7.2607365e+00 -5.8040347e+00 -1.7951744e+00
 -3.3506520e+00 -2.1363733e+00 -4.1749635e+00  2.4875841e+00
  6.6499691e+00  9.3026322e-01  8.8752432e+00  4.9798999e+00
  8.5823578e-01  5.2190776e+00  2.9146733e+00  4.0957794e+00
  3.0116475e+00 -8.0661692e-02  5.8609385e+00 -2.4219503e+00
  1.2944845e+00  7.4058861e-01 -6.2595481e-01  6.0726953e-01]",0
"[-2.7136566e+02  2.1185005e+01 -3.5747116e+01  9.4201431e+00
  1.5963298e+00  2.6786742e+00 -4.0028925e+00  9.0253884e-01
  9.4784412e+00  3.7711751e+00  4.4086981e+00 -5.7948136e-01
  8.5139933e+00  1.8022177e+01  1.7520088e+01  1.3963680e+01
  4.1304264e+00 -5.2051401e+00 -6.7897906e+00  8.9392501e-01
  4.8695650e+00  2.5367374e+00 -4.7180939e+00  6.8459857e-01
  4.5486073e+00  5.7235293e+00  6.0709147e+00  3.2372513e+00
  6.9219933e+00  3.2159069e+00 -1.8938462e+00 -1.3080491e-02
 -3.7336996e-01 -2.0058651e+00 -2.4163523e+00  1.7478052e+00
  4.2696867e+00  3.4939616e+00  3.1520517e+00  1.7134171e+00]",0
"[-252.72426      71.44847      -5.9294477    21.723656    -22.106752
    0.5056951    -3.6168208    -5.414408     14.701439     -7.5262537
   21.671522     -4.3619046     3.7244961     7.16462      11.251555
    4.7510324     6.149415      6.676813      6.4286695    13.448199
    5.5198827    11.097146     -6.539725      2.5470514    -0.7160871
   -1.8341632    -0.427293      1.7702452    -0.2938888     1.5393168
   -0.8070293     1.4314193    -3.4081056    -0.56862867    0.5759511
    3.482902      0.8770614     1.7197835     3.1414993    -2.322176  ]",0
"[-278.17535     112.52789       7.9221687    -3.2067506   -23.535812
  -12.511488    -22.985428    -23.511745      8.371799     -5.1811137
   13.143093      0.41741273    6.6949964     7.2778196    13.506703
   11.436974     15.033315     12.447112      7.112763      6.901736
   -2.6941054     5.8068247    -7.3397236    -1.134158     -8.529959
   -1.1096336    -4.5519567     0.825624     -3.0409513     1.7703761
    2.567662      7.0021        5.48931       1.8098445     0.6045072
   -1.1386042     1.532981     -1.552117      3.6917956    -1.5898615 ]",0
"[-193.44426      60.567123    -30.48428       9.536033    -19.560774
  -12.57801     -13.805282     -2.9585912     8.966033     -6.83503
   22.417627     -3.1820343    15.347374     21.15222       7.7266507
    1.663668      3.7406604     6.1426373    -1.2944614     5.4485054
   -3.1543903     2.9378366    -5.5464783     6.409984      2.126991
    0.6833567     3.5640643    -0.26998165   -2.6473417    -0.8206584
    0.8289769    -1.4794159    -5.9999933    -4.8316956    -0.6408618
    0.6269321     3.92699       2.3355424     1.5490516     1.5050179 ]",0
"[-187.93044     74.693054    -2.8098104   20.214039   -37.953957
   -1.1919943   -2.4035037  -19.988865     6.485879   -16.37566
   31.024431    -9.252898    18.917107    25.982698    19.215233
    9.086646     2.830781     3.1979094   -5.965566     8.509847
   -7.459641     1.0783097   -5.2909184    1.467751     4.4336386
   -1.9169073    5.0077696    3.3064303   -2.4525478    0.59234
    1.8017149    6.4791684   -2.76666     -1.3125514   -2.0446749
   -1.2469115    0.8587152    2.6661515    2.465193    -2.5885603]",0
"[-2.6083633e+02  8.6610985e+00 -6.2317699e+01  9.6212091e+00
  1.1480061e+01 -2.4013565e+00 -6.4844642e+00  4.8965912e+00
  2.0679972e+01  1.6783987e+00  7.6011939e+00  8.2277365e+00
  1.8280504e+01  1.0686245e+01  3.9976406e+00  3.3906446e+00
  1.0758378e+01 -2.3210573e+00 -4.8988223e+00 -5.9354957e-02
  7.8950038e+00  2.1503675e+00 -2.0504055e+00  1.4561163e+00
 -1.7461932e+00  1.0192430e+00  2.7481341e+00 -7.1249783e-02
  1.0590433e-01  4.0242853e+00 -2.8783433e+00  2.9639056e+00
  2.9350743e+00  2.9420145e+00  2.0857701e+00  1.6486157e+00
  2.3742771e+00  1.3393735e+00 -2.8483753e+00 -9.9882424e-01]",0
"[-3.0326666e+02  8.6217712e+01  8.2847315e-01  1.2715387e+01
 -2.3972412e+01 -1.0847397e+00 -4.2885404e+00 -6.1412668e+00
  1.7423834e+01 -3.4712739e+00  2.8773838e+01  3.8374038e+00
  1.0912952e+01  1.1494376e+01  3.9379818e+00  1.0874331e+00
  9.8172302e+00  1.2252156e+01  6.2109070e+00  7.6534534e+00
 -5.7421846e+00  9.2680044e-02 -4.0711231e+00  5.2964263e+00
 -1.1272638e+00 -1.8494439e+00 -2.5681093e-01  1.5966154e+00
 -3.0469241e+00  1.2665296e+00  1.0693954e+00  9.1727209e-01
  1.1839477e+00  2.6376100e+00  3.5967057e+00  1.0314984e+00
  5.1404870e-01 -1.0767463e+00 -1.3460983e+00 -1.8234420e+00]",0
